"GEOID","particulate_matter","ozone","diesal_pm","traffic_prox_vol","lead_paint","prox_to_NPLS","prox_to_RMPS","prox_to_TSDF","prox_to_MDWD","NATA_cancer","NATA_resp_haz"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
